업태구분명,소재지전체주소
통닭(치킨),서울특별시 광진구 구의동 254-3번지 
통닭(치킨),서울특별시 광진구 자양동 223-4번지 
호프/통닭,서울특별시 광진구 중곡동 138-19번지 
호프/통닭,서울특별시 광진구 중곡동 256-46번지 
호프/통닭,"서울특별시 광진구 자양동 550-1번지 ,508-6 "
통닭(치킨),서울특별시 광진구 광장동 산 337-1번지 
호프/통닭,서울특별시 광진구 화양동 9-91번지 캠퍼스 프라자 
호프/통닭,서울특별시 광진구 구의동 54-3번지 
통닭(치킨),서울특별시 광진구 자양동 663-32번지 
호프/통닭,서울특별시 광진구 중곡동 123-40번지 
호프/통닭,서울특별시 광진구 중곡동 41-43번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 213 
호프/통닭,서울특별시 광진구 구의동 56-16번지 
호프/통닭,"서울특별시 광진구 군자동 362-1번지 , 2 "
호프/통닭,서울특별시 광진구 중곡동 174-146번지 
호프/통닭,서울특별시 광진구 자양동 679-16번지 
호프/통닭,서울특별시 광진구 중곡동 150-57번지 
호프/통닭,서울특별시 광진구 구의동 20-17번지 
호프/통닭,서울특별시 광진구 화양동 5-73 
호프/통닭,서울특별시 광진구 자양동 12-5번지 
호프/통닭,서울특별시 광진구 자양동 638-34 1층 
호프/통닭,서울특별시 광진구 화양동 9-25번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 5-75번지 
호프/통닭,서울특별시 광진구 중곡동 78-26 
호프/통닭,서울특별시 광진구 구의동 252-43번지 
호프/통닭,서울특별시 광진구 화양동 17-65번지 
호프/통닭,서울특별시 광진구 자양동 603-13번지 
호프/통닭,서울특별시 광진구 능동 222-7번지 
호프/통닭,서울특별시 광진구 자양동 652-54번지 
호프/통닭,서울특별시 광진구 구의동 257-43번지 
호프/통닭,서울특별시 광진구 자양동 851-19번지 
호프/통닭,서울특별시 광진구 화양동 9-25번지 
호프/통닭,서울특별시 광진구 중곡동 691-6번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 773-9번지 
호프/통닭,서울특별시 광진구 중곡동 56-17번지 
호프/통닭,서울특별시 광진구 자양동 798번지 
호프/통닭,서울특별시 광진구 구의동 56-1번지 
호프/통닭,서울특별시 광진구 자양동 1-1번지 가2호(2층) 
호프/통닭,서울특별시 광진구 중곡동 79-2번지 
호프/통닭,서울특별시 광진구 자양동 583-19번지 
통닭(치킨),서울특별시 광진구 자양동 469-101 
호프/통닭,서울특별시 광진구 중곡동 189-58번지 
호프/통닭,서울특별시 광진구 중곡동 613-21번지 
호프/통닭,서울특별시 광진구 자양동 631-7번지 
호프/통닭,서울특별시 광진구 화양동 111-128번지 
호프/통닭,서울특별시 광진구 중곡동 629-7번지 
호프/통닭,서울특별시 광진구 구의동 57-60번지 
호프/통닭,서울특별시 광진구 중곡동 167-21번지 
호프/통닭,서울특별시 광진구 중곡동 229-7번지 
호프/통닭,서울특별시 광진구 구의동 246-18번지 
호프/통닭,서울특별시 광진구 중곡동 198-4번지 
호프/통닭,서울특별시 광진구 화양동 24-44 
호프/통닭,서울특별시 광진구 자양동 625-30번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 111-107번지 (2층) 
호프/통닭,서울특별시 광진구 자양동 623-29번지 
호프/통닭,서울특별시 광진구 구의동 71-28번지 
호프/통닭,서울특별시 광진구 중곡동 249-17번지 
호프/통닭,서울특별시 광진구 화양동 47-1번지 
호프/통닭,서울특별시 광진구 구의동 243-7번지 
호프/통닭,서울특별시 광진구 자양동 624-26번지 (2층) 
호프/통닭,서울특별시 광진구 구의동 546-11 강변역지너스타워지하1층10호 
호프/통닭,서울특별시 광진구 자양동 52-201번지 1층 
호프/통닭,서울특별시 광진구 중곡동 647-23번지 
호프/통닭,서울특별시 광진구 화양동 111-127번지 
호프/통닭,서울특별시 광진구 자양동 624-34번지 
호프/통닭,서울특별시 광진구 중곡동 47-12번지 
호프/통닭,서울특별시 광진구 구의동 212-1번지 
호프/통닭,서울특별시 광진구 구의동 53-4번지 지하 
통닭(치킨),서울특별시 광진구 자양동 851-1번지 
호프/통닭,서울특별시 광진구 중곡동 242-9번지 
호프/통닭,서울특별시 광진구 자양동 216-23번지 태양빌딩 
호프/통닭,서울특별시 광진구 자양동 11-12번지 
호프/통닭,서울특별시 광진구 구의동 226-52번지 
호프/통닭,서울특별시 광진구 화양동 5-5번지 (지하1층) 
호프/통닭,서울특별시 광진구 화양동 216-0번지 
호프/통닭,서울특별시 광진구 중곡동 124-4번지 
통닭(치킨),서울특별시 광진구 광장동 457-25번지 
호프/통닭,서울특별시 광진구 중곡동 175-80번지 
통닭(치킨),서울특별시 광진구 자양동 43-5번지 
통닭(치킨),서울특별시 광진구 자양동 604-3번지 
호프/통닭,서울특별시 광진구 군자동 48-45번지 
호프/통닭,서울특별시 광진구 군자동 2-51번지 
호프/통닭,서울특별시 광진구 군자동 467-3번지 
호프/통닭,"서울특별시 광진구 구의동 234-9번지 , 27 "
호프/통닭,서울특별시 광진구 자양동 45-35 
호프/통닭,서울특별시 광진구 화양동 5-1번지 (2층) 
호프/통닭,서울특별시 광진구 군자동 48-5번지 
호프/통닭,서울특별시 광진구 중곡동 614-7번지 
통닭(치킨),서울특별시 광진구 화양동 5-7번지 
호프/통닭,서울특별시 광진구 중곡동 198-1번지 (1층) 
호프/통닭,서울특별시 광진구 능동 223-4번지 
호프/통닭,서울특별시 광진구 화양동 9-42번지 1층 101호
호프/통닭,서울특별시 광진구 자양동 773-8 지하1층 
호프/통닭,서울특별시 광진구 구의동 246-8번지 
호프/통닭,"서울특별시 광진구 자양동 2-9번지 (2,3층) "
호프/통닭,서울특별시 광진구 자양동 634-36번지 1층 
호프/통닭,서울특별시 광진구 화양동 8-39번지 
호프/통닭,서울특별시 광진구 구의동 252-43번지 
호프/통닭,서울특별시 광진구 능동 236-17 (1층) 
호프/통닭,서울특별시 광진구 구의동 76-1 
호프/통닭,서울특별시 광진구 구의동 546-4번지 테크노지하1층 D동 001호
호프/통닭,서울특별시 광진구 중곡동 220-27번지 
호프/통닭,서울특별시 광진구 군자동 149-6번지 
호프/통닭,서울특별시 광진구 화양동 44-8번지 
호프/통닭,서울특별시 광진구 화양동 5-106 
호프/통닭,서울특별시 광진구 화양동 34-11 
호프/통닭,서울특별시 광진구 화양동 21-15번지 
호프/통닭,"서울특별시 광진구 화양동 210번지 (2층,3층) "
호프/통닭,서울특별시 광진구 화양동 7-12번지 지하2층 
통닭(치킨),서울특별시 광진구 자양동 618-3 1층 
호프/통닭,서울특별시 광진구 중곡동 558-2번지 
호프/통닭,서울특별시 광진구 자양동 52-65번지 
호프/통닭,서울특별시 광진구 화양동 8-39번지 (2층) 
호프/통닭,서울특별시 광진구 광장동 554-7 광장현대(아)상가102호 
호프/통닭,서울특별시 광진구 화양동 112-14번지 (지하1층) 
호프/통닭,서울특별시 광진구 중곡동 691-5번지 
호프/통닭,서울특별시 광진구 구의동 218-1번지 (2층) 
호프/통닭,서울특별시 광진구 광장동 184-2번지 제원빌딩 201호 
호프/통닭,서울특별시 광진구 중곡동 175-89번지 
호프/통닭,서울특별시 광진구 화양동 507-6 
호프/통닭,서울특별시 광진구 구의동 244-15번지 
호프/통닭,서울특별시 광진구 화양동 48-31 
호프/통닭,서울특별시 광진구 중곡동 210-7번지 
통닭(치킨),서울특별시 광진구 중곡동 115-4번지 1층 
호프/통닭,서울특별시 광진구 화양동 3-20번지 
호프/통닭,서울특별시 광진구 중곡동 83-16번지 
호프/통닭,서울특별시 광진구 중곡동 124-41번지 
호프/통닭,서울특별시 광진구 화양동 48-25번지 
호프/통닭,서울특별시 광진구 군자동 469-23번지 
호프/통닭,서울특별시 광진구 구의동 558-10번지 
호프/통닭,서울특별시 광진구 화양동 487-2번지 
호프/통닭,서울특별시 광진구 중곡동 165-18 (1층) 
호프/통닭,서울특별시 광진구 구의동 68-35번지 
호프/통닭,서울특별시 광진구 중곡동 558-2 
호프/통닭,서울특별시 광진구 군자동 474-41번지 
호프/통닭,서울특별시 광진구 군자동 361-6번지 
호프/통닭,서울특별시 광진구 구의동 236-28번지 
호프/통닭,서울특별시 광진구 자양동 7-1번지 
통닭(치킨),서울특별시 광진구 자양동 584-3번지 
호프/통닭,서울특별시 광진구 중곡동 232-37번지 (지상1층) 
호프/통닭,서울특별시 광진구 중곡동 55-1번지 
통닭(치킨),서울특별시 광진구 화양동 5-6번지 1층 
호프/통닭,서울특별시 광진구 중곡동 123-5번지 지하 
호프/통닭,서울특별시 광진구 군자동 64-9번지 
호프/통닭,서울특별시 광진구 중곡동 124-41번지 
통닭(치킨),서울특별시 광진구 구의동 243-13번지 1층 
호프/통닭,서울특별시 광진구 자양동 612-52 
호프/통닭,서울특별시 광진구 자양동 216-9번지 
호프/통닭,서울특별시 광진구 화양동 15-6 
통닭(치킨),서울특별시 광진구 화양동 41-1번지 1층 
호프/통닭,서울특별시 광진구 화양동 7-6 
호프/통닭,서울특별시 광진구 자양동 553-360 
통닭(치킨),서울특별시 광진구 중곡동 49-1번지 (1층) 
호프/통닭,"서울특별시 광진구 자양동 216-20번지 , 21 "
호프/통닭,서울특별시 광진구 화양동 44-26번지 
호프/통닭,서울특별시 광진구 광장동 332-5번지 
호프/통닭,서울특별시 광진구 중곡동 74-1 
호프/통닭,서울특별시 광진구 화양동 8-59번지 (지하1층) 
호프/통닭,서울특별시 광진구 구의동 221-36 
호프/통닭,서울특별시 광진구 구의동 251-82번지 
호프/통닭,서울특별시 광진구 자양동 8-22번지 
호프/통닭,서울특별시 광진구 군자동 150-23번지 
호프/통닭,서울특별시 광진구 화양동 8-19 
통닭(치킨),서울특별시 광진구 자양동 610-4번지 
호프/통닭,서울특별시 광진구 자양동 219-5번지 
호프/통닭,서울특별시 광진구 화양동 17-65번지 
호프/통닭,서울특별시 광진구 구의동 243-2번지 (2층) 
호프/통닭,서울특별시 광진구 중곡동 239-75번지 
호프/통닭,서울특별시 광진구 자양동 산 852-2번지 
호프/통닭,서울특별시 광진구 화양동 132-69번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 33-33번지 
호프/통닭,서울특별시 광진구 자양동 845-11번지 
호프/통닭,서울특별시 광진구 중곡동 78-26 
통닭(치킨),"서울특별시 광진구 자양동 223-9번지 ,10 "
호프/통닭,서울특별시 광진구 군자동 476-8번지 
호프/통닭,서울특별시 광진구 자양동 857번지 
호프/통닭,서울특별시 광진구 화양동 9-43 지하1층 
호프/통닭,서울특별시 광진구 자양동 12-24번지 
호프/통닭,서울특별시 광진구 중곡동 166-41번지 
통닭(치킨),서울특별시 광진구 중곡동 169-30 
호프/통닭,서울특별시 광진구 화양동 8-102번지 (3층) 
호프/통닭,서울특별시 광진구 자양동 238-14번지 
호프/통닭,서울특별시 광진구 광장동 241-1번지 
호프/통닭,서울특별시 광진구 화양동 8-26번지 
호프/통닭,서울특별시 광진구 화양동 116-9번지 
호프/통닭,"서울특별시 광진구 광장동 322-14번지 1,2층 "
호프/통닭,서울특별시 광진구 자양동 779-6번지 
호프/통닭,서울특별시 광진구 화양동 18-32번지 
호프/통닭,서울특별시 광진구 화양동 3-28번지 
호프/통닭,서울특별시 광진구 중곡동 614-16번지 
호프/통닭,서울특별시 광진구 구의동 221-5번지 
통닭(치킨),서울특별시 광진구 군자동 362-3번지 (1층) 
호프/통닭,"서울특별시 광진구 화양동 5-105번지 (2,3층) "
통닭(치킨),서울특별시 광진구 자양동 48-37번지 
호프/통닭,서울특별시 광진구 화양동 111-124번지 
호프/통닭,서울특별시 광진구 구의동 70-8번지 
호프/통닭,서울특별시 광진구 자양동 227-130번지 1층 
통닭(치킨),서울특별시 광진구 자양동 229-67번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 12-34 
호프/통닭,서울특별시 광진구 화양동 8-3번지 
통닭(치킨),서울특별시 광진구 구의동 250-21번지 
통닭(치킨),서울특별시 광진구 중곡동 173-1번지 
통닭(치킨),서울특별시 광진구 중곡동 18-98번지 
호프/통닭,서울특별시 광진구 중곡동 634-2번지 
호프/통닭,서울특별시 광진구 구의동 56-1번지 
호프/통닭,서울특별시 광진구 구의동 593-19 
호프/통닭,서울특별시 광진구 중곡동 198-4번지 (1층) 
호프/통닭,"서울특별시 광진구 화양동 111-114번지 (2,3층) "
호프/통닭,서울특별시 광진구 구의동 227-19번지 지하1층 
호프/통닭,서울특별시 광진구 구의동 243-31번지 (지하1층) 
호프/통닭,서울특별시 광진구 구의동 243-23 지하1층 
호프/통닭,서울특별시 광진구 화양동 10-8번지 
통닭(치킨),서울특별시 광진구 구의동 227-21번지 (지하1층) 
호프/통닭,서울특별시 광진구 자양동 6-41번지 
호프/통닭,서울특별시 광진구 중곡동 125-13번지 
호프/통닭,서울특별시 광진구 중곡동 140-1 
호프/통닭,서울특별시 광진구 구의동 236-31번지 
호프/통닭,서울특별시 광진구 구의동 250-15번지 
호프/통닭,서울특별시 광진구 능동 222-7번지 
호프/통닭,서울특별시 광진구 자양동 512-2번지 
호프/통닭,서울특별시 광진구 화양동 112-14번지 (2층) 
호프/통닭,서울특별시 광진구 자양동 10-32번지 
호프/통닭,서울특별시 광진구 구의동 52-9번지 101호 
호프/통닭,서울특별시 광진구 자양동 9-12번지 
호프/통닭,서울특별시 광진구 광장동 322-4번지 
통닭(치킨),서울특별시 광진구 구의동 237-3번지 
호프/통닭,서울특별시 광진구 화양동 34-43번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 226번지 
호프/통닭,서울특별시 광진구 자양동 590-0번지 
호프/통닭,서울특별시 광진구 화양동 8-94번지 
호프/통닭,서울특별시 광진구 구의동 223-65번지 
호프/통닭,서울특별시 광진구 화양동 499-1번지 
호프/통닭,서울특별시 광진구 구의동 253-3번지 
호프/통닭,서울특별시 광진구 중곡동 162-12번지 
호프/통닭,"서울특별시 광진구 자양동 829번지 성수현대종합상가(112호,103호) "
호프/통닭,서울특별시 광진구 화양동 111-114번지 
호프/통닭,서울특별시 광진구 구의동 57-55번지 
호프/통닭,서울특별시 광진구 구의동 246-95번지 
호프/통닭,서울특별시 광진구 중곡동 78-2번지 
호프/통닭,서울특별시 광진구 중곡동 40-13번지 
호프/통닭,서울특별시 광진구 구의동 257-105번지 
호프/통닭,서울특별시 광진구 화양동 498-1번지 (2층) 
통닭(치킨),서울특별시 광진구 자양동 507-6번지 이튼타워리버2차(107-1) 107호
호프/통닭,서울특별시 광진구 화양동 3-37번지 
호프/통닭,서울특별시 광진구 화양동 9-66 
호프/통닭,서울특별시 광진구 중곡동 545-1번지 
호프/통닭,서울특별시 광진구 구의동 246-73번지 
호프/통닭,서울특별시 광진구 중곡동 31-41번지 
호프/통닭,서울특별시 광진구 중곡동 124-8 
호프/통닭,서울특별시 광진구 중곡동 58-18 
통닭(치킨),서울특별시 광진구 구의동 211-3번지 104호
호프/통닭,서울특별시 광진구 자양동 553-314번지 대종리버빌105호 
호프/통닭,서울특별시 광진구 중곡동 123-1번지 지하1층 
호프/통닭,서울특별시 광진구 중곡동 198-1번지 1층 
호프/통닭,서울특별시 광진구 화양동 9-24번지 
호프/통닭,서울특별시 광진구 화양동 111-72번지 
호프/통닭,서울특별시 광진구 자양동 662-16번지 1층 
통닭(치킨),서울특별시 광진구 군자동 360-20번지 
호프/통닭,서울특별시 광진구 화양동 11-16번지 
통닭(치킨),서울특별시 광진구 군자동 349-8번지 
호프/통닭,서울특별시 광진구 중곡동 166-44번지 
호프/통닭,서울특별시 광진구 자양동 553-501번지 삼희빌딩1층 104호 
호프/통닭,서울특별시 광진구 화양동 21-1번지 
호프/통닭,서울특별시 광진구 화양동 23-6번지 
호프/통닭,서울특별시 광진구 구의동 253-3번지 
호프/통닭,서울특별시 광진구 중곡동 198-4번지 
호프/통닭,서울특별시 광진구 화양동 47-41번지 
호프/통닭,서울특별시 광진구 중곡동 41-38번지 
호프/통닭,서울특별시 광진구 자양동 202-5번지 
호프/통닭,서울특별시 광진구 화양동 111-200번지 
호프/통닭,서울특별시 광진구 군자동 45-30번지 
호프/통닭,서울특별시 광진구 화양동 21-35번지 
호프/통닭,서울특별시 광진구 능동 276-3번지 
호프/통닭,서울특별시 광진구 군자동 48-45번지 
호프/통닭,서울특별시 광진구 광장동 571-1번지 외 4필지 (4층) 
호프/통닭,서울특별시 광진구 자양동 9-34번지 지하1층 
통닭(치킨),서울특별시 광진구 구의동 242-90 1층 
호프/통닭,서울특별시 광진구 자양동 626-4번지 (2층) 
호프/통닭,서울특별시 광진구 자양동 553-211 
호프/통닭,서울특별시 광진구 자양동 7-25번지 1층 
호프/통닭,서울특별시 광진구 군자동 184-4번지 
호프/통닭,서울특별시 광진구 구의동 68-32번지 
호프/통닭,"서울특별시 광진구 화양동 47-83번지 (1,2층) "
호프/통닭,서울특별시 광진구 군자동 150-22번지 
호프/통닭,서울특별시 광진구 군자동 466-2번지 1층 
호프/통닭,서울특별시 광진구 화양동 23-35번지 
호프/통닭,서울특별시 광진구 자양동 227-130번지 
호프/통닭,서울특별시 광진구 군자동 361-26번지 (2층) 
호프/통닭,서울특별시 광진구 화양동 3-27번지 
호프/통닭,서울특별시 광진구 자양동 3-5 
호프/통닭,서울특별시 광진구 화양동 45-76번지 지하1층 
호프/통닭,서울특별시 광진구 자양동 605-0번지 
호프/통닭,서울특별시 광진구 구의동 67-1번지 
호프/통닭,서울특별시 광진구 중곡동 89-10 1층 
호프/통닭,서울특별시 광진구 군자동 48-35 1층 
호프/통닭,서울특별시 광진구 자양동 616-33번지 
호프/통닭,서울특별시 광진구 구의동 212-3번지 
통닭(치킨),서울특별시 광진구 화양동 9-45 
호프/통닭,서울특별시 광진구 구의동 220-38번지 
호프/통닭,서울특별시 광진구 중곡동 557-1번지 
호프/통닭,서울특별시 광진구 화양동 5-3번지 
통닭(치킨),서울특별시 광진구 자양동 605-3 1층중간 
호프/통닭,서울특별시 광진구 화양동 3-32번지 
통닭(치킨),서울특별시 광진구 중곡동 150-77번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 615-39번지 2층 
호프/통닭,서울특별시 광진구 구의동 249-21 1층 
호프/통닭,서울특별시 광진구 구의동 252-81번지 
호프/통닭,서울특별시 광진구 중곡동 56-7번지 
호프/통닭,서울특별시 광진구 구의동 68-32 
호프/통닭,서울특별시 광진구 중곡동 220-27번지 
호프/통닭,서울특별시 광진구 중곡동 292-0번지 SK아파트상가 112호 
호프/통닭,서울특별시 광진구 화양동 23-40번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 165-18번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 115-28번지 
통닭(치킨),서울특별시 광진구 구의동 243-13번지 (1층) 
통닭(치킨),서울특별시 광진구 중곡동 126-2번지 (1층) 
통닭(치킨),서울특별시 광진구 화양동 7-3번지 한림타워 101호 
통닭(치킨),서울특별시 광진구 자양동 578-7 101호 
호프/통닭,서울특별시 광진구 구의동 29-12번지 
통닭(치킨),서울특별시 광진구 자양동 229-1번지 1층 
호프/통닭,서울특별시 광진구 군자동 48-24번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 9-91 
호프/통닭,서울특별시 광진구 중곡동 239-18번지 
호프/통닭,서울특별시 광진구 자양동 236-163번지 
호프/통닭,서울특별시 광진구 자양동 507-6번지 이튼타워리버2차 101호
호프/통닭,서울특별시 광진구 화양동 21-2번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 600-14번지 
통닭(치킨),서울특별시 광진구 자양동 578-7번지 
호프/통닭,서울특별시 광진구 중곡동 235-11번지 1층 
호프/통닭,서울특별시 광진구 자양동 680-80 
통닭(치킨),서울특별시 광진구 자양동 52-201번지 
호프/통닭,서울특별시 광진구 중곡동 171-1번지 (2층) 
통닭(치킨),서울특별시 광진구 중곡동 256-46번지 
호프/통닭,서울특별시 광진구 중곡동 62-72번지 
호프/통닭,서울특별시 광진구 중곡동 169-29번지 
호프/통닭,서울특별시 광진구 화양동 19-1번지 
호프/통닭,서울특별시 광진구 자양동 855번지 
호프/통닭,"서울특별시 광진구 화양동 11-3번지 (1층,2층) "
통닭(치킨),"서울특별시 광진구 화양동 48-17 지하1층,1층 "
호프/통닭,서울특별시 광진구 자양동 605번지 
통닭(치킨),서울특별시 광진구 군자동 362-17 
호프/통닭,서울특별시 광진구 중곡동 107-22번지 
통닭(치킨),서울특별시 광진구 중곡동 107-43번지 
호프/통닭,서울특별시 광진구 화양동 8-58 
호프/통닭,서울특별시 광진구 능동 222-7 
호프/통닭,서울특별시 광진구 화양동 19-47번지 (1층) 
통닭(치킨),서울특별시 광진구 화양동 2-23번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 93-32 (2층) 
호프/통닭,서울특별시 광진구 구의동 68-22번지 
호프/통닭,서울특별시 광진구 화양동 3-26번지 (지하1층) 
통닭(치킨),서울특별시 광진구 중곡동 221-44번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 74-14번지 (101호) 
호프/통닭,서울특별시 광진구 구의동 221-35번지 
호프/통닭,서울특별시 광진구 자양동 227-1 (1층) 
호프/통닭,서울특별시 광진구 화양동 7-4번지 
호프/통닭,서울특별시 광진구 중곡동 257-8번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 111-124번지 지하1층 
호프/통닭,서울특별시 광진구 중곡동 165-32 
통닭(치킨),서울특별시 광진구 군자동 349-8번지 
호프/통닭,서울특별시 광진구 중곡동 56-8번지 
통닭(치킨),서울특별시 광진구 자양동 834-1번지 
호프/통닭,서울특별시 광진구 자양동 658-132번지 1층 
호프/통닭,서울특별시 광진구 자양동 584-28번지 
통닭(치킨),서울특별시 광진구 자양동 762-0번지 한라A상가106호 
호프/통닭,서울특별시 광진구 자양동 3-1 
호프/통닭,서울특별시 광진구 구의동 220-9번지 
호프/통닭,"서울특별시 광진구 화양동 7-3번지 한림타워 지하1층 B101,B102,B103,B104,B105,B106 "
통닭(치킨),서울특별시 광진구 화양동 11-22번지 
호프/통닭,서울특별시 광진구 자양동 845-10번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 192-30번지 
호프/통닭,서울특별시 광진구 중곡동 625-1 
호프/통닭,서울특별시 광진구 구의동 246-60번지 
통닭(치킨),서울특별시 광진구 자양동 658-14 
통닭(치킨),서울특별시 광진구 중곡동 220-27번지 
호프/통닭,서울특별시 광진구 구의동 667 강변에스케이뷰 1층상가2-104호 
통닭(치킨),서울특별시 광진구 자양동 9-5번지 
호프/통닭,서울특별시 광진구 구의동 218-1번지 다다빌딩 2층 
호프/통닭,서울특별시 광진구 구의동 252-43번지 2층 
호프/통닭,서울특별시 광진구 구의동 249-21번지 
호프/통닭,서울특별시 광진구 화양동 111-106 
호프/통닭,서울특별시 광진구 화양동 114-5번지 
호프/통닭,서울특별시 광진구 구의동 254-54번지 
호프/통닭,서울특별시 광진구 중곡동 123-5번지 
호프/통닭,서울특별시 광진구 자양동 851-19번지 
호프/통닭,서울특별시 광진구 중곡동 163-4번지 
호프/통닭,서울특별시 광진구 중곡동 78-5번지 
호프/통닭,서울특별시 광진구 자양동 604-3번지 (1층) 
호프/통닭,서울특별시 광진구 중곡동 173-3번지 
호프/통닭,서울특별시 광진구 화양동 11-12번지 
호프/통닭,서울특별시 광진구 중곡동 117-1번지 
호프/통닭,서울특별시 광진구 자양동 600번지 (1층) 
호프/통닭,서울특별시 광진구 화양동 16-53번지 
호프/통닭,서울특별시 광진구 중곡동 240-2번지 
호프/통닭,서울특별시 광진구 구의동 223-58번지 
호프/통닭,서울특별시 광진구 중곡동 29-56 
통닭(치킨),서울특별시 광진구 구의동 229-1 (1층) 
호프/통닭,서울특별시 광진구 중곡동 123-1번지 
호프/통닭,서울특별시 광진구 능동 235-1번지 
호프/통닭,서울특별시 광진구 화양동 3-37번지 
호프/통닭,서울특별시 광진구 화양동 11-16 1층 
호프/통닭,서울특별시 광진구 화양동 34-13번지 
통닭(치킨),서울특별시 광진구 구의동 636-5번지 (1층) 
호프/통닭,서울특별시 광진구 광장동 580 
호프/통닭,서울특별시 광진구 구의동 229-5번지 
호프/통닭,서울특별시 광진구 중곡동 555-1 
호프/통닭,서울특별시 광진구 군자동 357-8번지 
호프/통닭,서울특별시 광진구 화양동 17-1 
호프/통닭,서울특별시 광진구 화양동 49-13번지 지하1층 
호프/통닭,서울특별시 광진구 화양동 5-6번지 
호프/통닭,서울특별시 광진구 구의동 243-31번지 
통닭(치킨),서울특별시 광진구 구의동 610-0번지 현대6차A상가 106호 
호프/통닭,서울특별시 광진구 중곡동 256-4번지 
호프/통닭,서울특별시 광진구 화양동 47-55번지 
호프/통닭,서울특별시 광진구 구의동 246-51번지 
호프/통닭,서울특별시 광진구 구의동 248-95 
호프/통닭,서울특별시 광진구 자양동 623-28 
통닭(치킨),서울특별시 광진구 자양동 229-56번지 
호프/통닭,"서울특별시 광진구 자양동 762 한라아파트 상가 에이동 105호, 106호 "
호프/통닭,서울특별시 광진구 구의동 547번지 강변현대하이엘 제1층 제105호 
호프/통닭,서울특별시 광진구 화양동 111-114번지 (2층) 
통닭(치킨),서울특별시 광진구 구의동 57-48번지 
호프/통닭,서울특별시 광진구 중곡동 56-7번지 
호프/통닭,서울특별시 광진구 광장동 280-3번지 
호프/통닭,"서울특별시 광진구 중곡동 244-9번지 ,19 "
호프/통닭,서울특별시 광진구 자양동 606-9번지 
호프/통닭,서울특별시 광진구 자양동 658-14번지 
호프/통닭,서울특별시 광진구 구의동 221-31번지 
호프/통닭,서울특별시 광진구 중곡동 190-28번지 
호프/통닭,서울특별시 광진구 화양동 48-20번지 
호프/통닭,서울특별시 광진구 화양동 23-28번지 
호프/통닭,서울특별시 광진구 자양동 606-42번지 
호프/통닭,서울특별시 광진구 자양동 12-10번지 
호프/통닭,서울특별시 광진구 화양동 5-1번지 
호프/통닭,서울특별시 광진구 자양동 1-7번지 (1층) 
통닭(치킨),서울특별시 광진구 구의동 631-1번지 지층106호 
호프/통닭,서울특별시 광진구 자양동 630-16번지 
호프/통닭,서울특별시 광진구 화양동 5-48 
호프/통닭,서울특별시 광진구 자양동 677-7번지 
호프/통닭,서울특별시 광진구 중곡동 58-27번지 
통닭(치킨),"서울특별시 광진구 군자동 360-20번지 광진동양파라곤 111,112호"
호프/통닭,서울특별시 광진구 화양동 7-3번지 
호프/통닭,서울특별시 광진구 군자동 48-35번지 (1층) 
호프/통닭,서울특별시 광진구 자양동 608-35 
호프/통닭,서울특별시 광진구 화양동 19-47번지 
통닭(치킨),서울특별시 광진구 중곡동 198-1번지 
호프/통닭,서울특별시 광진구 구의동 246-10번지 
통닭(치킨),서울특별시 광진구 구의동 631-1번지 현대프라임프라자 114호
호프/통닭,서울특별시 광진구 군자동 370번지 
통닭(치킨),"서울특별시 광진구 자양동 609-22번지 ,23 "
호프/통닭,서울특별시 광진구 화양동 111-49 
호프/통닭,서울특별시 광진구 중곡동 239-56번지 
호프/통닭,서울특별시 광진구 화양동 9-89번지 (2층) 
호프/통닭,서울특별시 광진구 자양동 553-273번지 
호프/통닭,서울특별시 광진구 자양동 600-1번지 
통닭(치킨),서울특별시 광진구 군자동 503번지 두산위브파크상가 109.110호 
호프/통닭,서울특별시 광진구 광장동 322-4번지 
호프/통닭,서울특별시 광진구 화양동 48-28번지 (지하) 
호프/통닭,서울특별시 광진구 중곡동 558-2번지 (지층) 
호프/통닭,서울특별시 광진구 구의동 250-26번지 
통닭(치킨),서울특별시 광진구 구의동 211-3번지 
통닭(치킨),서울특별시 광진구 자양동 43-3번지 
호프/통닭,서울특별시 광진구 중곡동 125-12번지 
호프/통닭,서울특별시 광진구 중곡동 192-7번지 
호프/통닭,서울특별시 광진구 자양동 630-16번지 
호프/통닭,서울특별시 광진구 중곡동 211-24번지 
호프/통닭,서울특별시 광진구 구의동 246-104번지 B1 
호프/통닭,서울특별시 광진구 자양동 621-1번지 
